benchmark,harness,outcome,from_action,to_action,transition_count,transition_total,transition_fraction
HLE,OpenCode,failure,Problem Framing,Problem Framing,82,83630,0.00098051
HLE,OpenCode,failure,Problem Framing,Result Auditing,366,83630,0.00437642
HLE,OpenCode,failure,Problem Framing,Solution Execution,2020,83630,0.02415401
HLE,OpenCode,failure,Problem Framing,Tool Grounding,26,83630,0.00031089
HLE,OpenCode,failure,Problem Framing,__END__,6,83630,0.00007174
HLE,OpenCode,failure,Result Auditing,Answer Delivery,34,83630,0.00040655
HLE,OpenCode,failure,Result Auditing,Plan Formation,151,83630,0.00180557
HLE,OpenCode,failure,Result Auditing,Problem Framing,713,83630,0.00852565
HLE,OpenCode,failure,Result Auditing,Result Auditing,2535,83630,0.03031209
HLE,OpenCode,failure,Result Auditing,Solution Execution,10997,83630,0.13149587
HLE,OpenCode,failure,Result Auditing,Tool Grounding,70,83630,0.00083702
HLE,OpenCode,failure,Result Auditing,__END__,27,83630,0.00032285
HLE,OpenCode,failure,Solution Execution,Answer Delivery,658,83630,0.00786799
HLE,OpenCode,failure,Solution Execution,Plan Formation,2400,83630,0.02869784
HLE,OpenCode,failure,Solution Execution,Problem Framing,1671,83630,0.01998087
HLE,OpenCode,failure,Solution Execution,Result Auditing,11297,83630,0.13508310
HLE,OpenCode,failure,Solution Execution,Solution Execution,42325,83630,0.50609829
HLE,OpenCode,failure,Solution Execution,Tool Grounding,902,83630,0.01078560
HLE,OpenCode,failure,Solution Execution,__END__,66,83630,0.00078919
HLE,OpenCode,failure,Tool Grounding,Plan Formation,545,83630,0.00651680
HLE,OpenCode,failure,Tool Grounding,Problem Framing,36,83630,0.00043047
HLE,OpenCode,failure,Tool Grounding,Result Auditing,31,83630,0.00037068
HLE,OpenCode,failure,Tool Grounding,Solution Execution,733,83630,0.00876480
HLE,OpenCode,failure,Tool Grounding,Tool Grounding,414,83630,0.00495038
HLE,OpenCode,failure,__START__,Plan Formation,190,83630,0.00227191
HLE,OpenCode,failure,__START__,Problem Framing,67,83630,0.00080115
HLE,OpenCode,failure,__START__,Result Auditing,6,83630,0.00007174
HLE,OpenCode,failure,__START__,Solution Execution,222,83630,0.00265455
HLE,OpenCode,failure,__START__,Tool Grounding,23,83630,0.00027502
HLE,OpenCode,success,Answer Delivery,Plan Formation,24,5421,0.00442723
HLE,OpenCode,success,Answer Delivery,Problem Framing,12,5421,0.00221361
HLE,OpenCode,success,Answer Delivery,Result Auditing,4,5421,0.00073787
HLE,OpenCode,success,Answer Delivery,Solution Execution,54,5421,0.00996126
HLE,OpenCode,success,Answer Delivery,__END__,82,5421,0.01512636
HLE,OpenCode,success,Plan Formation,Answer Delivery,8,5421,0.00147574
HLE,OpenCode,success,Plan Formation,Plan Formation,33,5421,0.00608744
HLE,OpenCode,success,Plan Formation,Problem Framing,30,5421,0.00553403
HLE,OpenCode,success,Plan Formation,Result Auditing,28,5421,0.00516510
HLE,OpenCode,success,Plan Formation,Solution Execution,294,5421,0.05423354
HLE,OpenCode,success,Plan Formation,Tool Grounding,8,5421,0.00147574
HLE,OpenCode,success,Problem Framing,Answer Delivery,6,5421,0.00110681
HLE,OpenCode,success,Problem Framing,Plan Formation,29,5421,0.00534957
HLE,OpenCode,success,Problem Framing,Problem Framing,15,5421,0.00276702
HLE,OpenCode,success,Problem Framing,Result Auditing,34,5421,0.00627191
HLE,OpenCode,success,Problem Framing,Solution Execution,166,5421,0.03062166
HLE,OpenCode,success,Problem Framing,Tool Grounding,1,5421,0.00018447
HLE,OpenCode,success,Result Auditing,Answer Delivery,12,5421,0.00221361
HLE,OpenCode,success,Result Auditing,Plan Formation,26,5421,0.00479616
HLE,OpenCode,success,Result Auditing,Problem Framing,24,5421,0.00442723
HLE,OpenCode,success,Result Auditing,Result Auditing,100,5421,0.01844678
HLE,OpenCode,success,Result Auditing,Solution Execution,373,5421,0.06880649
HLE,OpenCode,success,Result Auditing,Tool Grounding,14,5421,0.00258255
HLE,OpenCode,success,Solution Execution,Answer Delivery,150,5421,0.02767017
HLE,OpenCode,success,Solution Execution,Plan Formation,249,5421,0.04593248
HLE,OpenCode,success,Solution Execution,Problem Framing,157,5421,0.02896145
HLE,OpenCode,success,Solution Execution,Result Auditing,374,5421,0.06899096
HLE,OpenCode,success,Solution Execution,Solution Execution,2842,5421,0.52425752
HLE,OpenCode,success,Solution Execution,Tool Grounding,68,5421,0.01254381
HLE,OpenCode,success,Tool Grounding,Plan Formation,16,5421,0.00295148
HLE,OpenCode,success,Tool Grounding,Problem Framing,5,5421,0.00092234
HLE,OpenCode,success,Tool Grounding,Result Auditing,8,5421,0.00147574
HLE,OpenCode,success,Tool Grounding,Solution Execution,64,5421,0.01180594
HLE,OpenCode,success,Tool Grounding,Tool Grounding,29,5421,0.00534957
HLE,OpenCode,success,__START__,Plan Formation,24,5421,0.00442723
HLE,OpenCode,success,__START__,Problem Framing,8,5421,0.00147574
HLE,OpenCode,success,__START__,Result Auditing,1,5421,0.00018447
HLE,OpenCode,success,__START__,Solution Execution,47,5421,0.00866999
HLE,OpenCode,success,__START__,Tool Grounding,2,5421,0.00036894
HLE,OpenCode,unknown,Problem Framing,Result Auditing,1,93,0.01075269
HLE,OpenCode,unknown,Problem Framing,Tool Grounding,1,93,0.01075269
HLE,OpenCode,unknown,Result Auditing,Result Auditing,13,93,0.13978495
HLE,OpenCode,unknown,Result Auditing,Solution Execution,16,93,0.17204301
HLE,OpenCode,unknown,Result Auditing,Tool Grounding,2,93,0.02150538
HLE,OpenCode,unknown,Solution Execution,Problem Framing,2,93,0.02150538
HLE,OpenCode,unknown,Solution Execution,Result Auditing,15,93,0.16129032
HLE,OpenCode,unknown,Solution Execution,Solution Execution,36,93,0.38709677
HLE,OpenCode,unknown,Solution Execution,Tool Grounding,1,93,0.01075269
HLE,OpenCode,unknown,Solution Execution,__END__,1,93,0.01075269
HLE,OpenCode,unknown,Tool Grounding,Result Auditing,1,93,0.01075269
HLE,OpenCode,unknown,Tool Grounding,Solution Execution,3,93,0.03225806
HLE,OpenCode,unknown,__START__,Result Auditing,1,93,0.01075269
HLE,ZeroClaw,failure,Answer Delivery,Answer Delivery,2,21807,0.00009171
HLE,ZeroClaw,failure,Answer Delivery,Plan Formation,4,21807,0.00018343
HLE,ZeroClaw,failure,Answer Delivery,Problem Framing,11,21807,0.00050443
HLE,ZeroClaw,failure,Answer Delivery,Result Auditing,40,21807,0.00183427
HLE,ZeroClaw,failure,Answer Delivery,Solution Execution,14,21807,0.00064200
HLE,ZeroClaw,failure,Answer Delivery,__END__,366,21807,0.01678360
HLE,ZeroClaw,failure,Plan Formation,Answer Delivery,14,21807,0.00064200
HLE,ZeroClaw,failure,Plan Formation,Plan Formation,318,21807,0.01458247
HLE,ZeroClaw,failure,Plan Formation,Problem Framing,98,21807,0.00449397
HLE,ZeroClaw,failure,Plan Formation,Result Auditing,156,21807,0.00715367
HLE,ZeroClaw,failure,Plan Formation,Solution Execution,1232,21807,0.05649562
HLE,ZeroClaw,failure,Plan Formation,__END__,28,21807,0.00128399
HLE,ZeroClaw,failure,Problem Framing,Answer Delivery,28,21807,0.00128399
HLE,ZeroClaw,failure,Problem Framing,Plan Formation,107,21807,0.00490668
HLE,ZeroClaw,failure,Problem Framing,Problem Framing,57,21807,0.00261384
HLE,ZeroClaw,failure,Problem Framing,Result Auditing,151,21807,0.00692438
HLE,ZeroClaw,failure,Problem Framing,Solution Execution,651,21807,0.02985280
HLE,ZeroClaw,failure,Problem Framing,__END__,2,21807,0.00009171
HLE,ZeroClaw,failure,Result Auditing,Answer Delivery,24,21807,0.00110056
HLE,ZeroClaw,failure,Result Auditing,Plan Formation,209,21807,0.00958408
HLE,ZeroClaw,failure,Result Auditing,Problem Framing,153,21807,0.00701610
HLE,ZeroClaw,failure,Result Auditing,Result Auditing,1169,21807,0.05360664
HLE,ZeroClaw,failure,Result Auditing,Solution Execution,1827,21807,0.08378044
HLE,ZeroClaw,failure,Result Auditing,__END__,27,21807,0.00123813
HLE,ZeroClaw,failure,Solution Execution,Answer Delivery,369,21807,0.01692117
HLE,ZeroClaw,failure,Solution Execution,Plan Formation,1104,21807,0.05062595
HLE,ZeroClaw,failure,Solution Execution,Problem Framing,650,21807,0.02980694
HLE,ZeroClaw,failure,Solution Execution,Result Auditing,1737,21807,0.07965332
HLE,ZeroClaw,failure,Solution Execution,Solution Execution,10676,21807,0.48956757
HLE,ZeroClaw,failure,Solution Execution,__END__,80,21807,0.00366855
HLE,ZeroClaw,failure,__START__,Plan Formation,104,21807,0.00476911
HLE,ZeroClaw,failure,__START__,Problem Framing,27,21807,0.00123813
HLE,ZeroClaw,failure,__START__,Result Auditing,156,21807,0.00715367
HLE,ZeroClaw,failure,__START__,Solution Execution,216,21807,0.00990508
HLE,ZeroClaw,success,Answer Delivery,Plan Formation,1,5032,0.00019873
HLE,ZeroClaw,success,Answer Delivery,Problem Framing,4,5032,0.00079491
HLE,ZeroClaw,success,Answer Delivery,Result Auditing,32,5032,0.00635930
HLE,ZeroClaw,success,Answer Delivery,Solution Execution,11,5032,0.00218601
HLE,ZeroClaw,success,Answer Delivery,__END__,87,5032,0.01728935
HLE,ZeroClaw,success,Plan Formation,Answer Delivery,6,5032,0.00119237
HLE,ZeroClaw,success,Plan Formation,Plan Formation,49,5032,0.00973768
HLE,ZeroClaw,success,Plan Formation,Problem Framing,7,5032,0.00139110
HLE,ZeroClaw,success,Plan Formation,Result Auditing,26,5032,0.00516693
HLE,ZeroClaw,success,Plan Formation,Solution Execution,258,5032,0.05127186
HLE,ZeroClaw,success,Problem Framing,Answer Delivery,7,5032,0.00139110
HLE,ZeroClaw,success,Problem Framing,Plan Formation,31,5032,0.00616057
HLE,ZeroClaw,success,Problem Framing,Problem Framing,10,5032,0.00198728
HLE,ZeroClaw,success,Problem Framing,Result Auditing,28,5032,0.00556439
HLE,ZeroClaw,success,Problem Framing,Solution Execution,102,5032,0.02027027
HLE,ZeroClaw,success,Result Auditing,Answer Delivery,18,5032,0.00357711
HLE,ZeroClaw,success,Result Auditing,Plan Formation,17,5032,0.00337838
HLE,ZeroClaw,success,Result Auditing,Problem Framing,31,5032,0.00616057
HLE,ZeroClaw,success,Result Auditing,Result Auditing,176,5032,0.03497615
HLE,ZeroClaw,success,Result Auditing,Solution Execution,505,5032,0.10035771
HLE,ZeroClaw,success,Solution Execution,Answer Delivery,104,5032,0.02066773
HLE,ZeroClaw,success,Solution Execution,Plan Formation,222,5032,0.04411765
HLE,ZeroClaw,success,Solution Execution,Problem Framing,122,5032,0.02424483
HLE,ZeroClaw,success,Solution Execution,Result Auditing,460,5032,0.09141494
HLE,ZeroClaw,success,Solution Execution,Solution Execution,2629,5032,0.52245628
HLE,ZeroClaw,success,Solution Execution,__END__,1,5032,0.00019873
HLE,ZeroClaw,success,__START__,Plan Formation,26,5032,0.00516693
HLE,ZeroClaw,success,__START__,Problem Framing,4,5032,0.00079491
HLE,ZeroClaw,success,__START__,Result Auditing,25,5032,0.00496820
HLE,ZeroClaw,success,__START__,Solution Execution,33,5032,0.00655803
