task_id,harness,benchmark,n_segments,arm_sequence,dominant_mode,dominant_rate,arm_entropy,rate_SE,rate_PD,rate_IC,rate_UN,rate_RR,rate_reason
hle_370,directllm,HLE,80,reason|IC|reason|IC|IC|IC|RR|reason|IC|reason|reason|RR|reason|reason|IC|RR|PD|RR|RR|UN|RR|reason|RR|UN|reason|RR|IC|reason|PD|reason|reason|reason|IC|reason|RR|IC|IC|reason|reason|IC|IC|IC|reason|reason|IC|IC|IC|IC|IC|IC|IC|IC|RR|UN|IC|UN|UN|IC|RR|UN|UN|IC|RR|UN|IC|IC|IC|IC|UN|IC|IC|IC|IC|reason|IC|IC|RR|IC|IC|IC,IC,0.4625,1.3314,0.0,0.025,0.4625,0.1125,0.1625,0.2375
hle_371,directllm,HLE,6,PD|reason|reason|RR|RR|RR,RR,0.5,1.0114,0.0,0.1667,0.0,0.0,0.5,0.3333
hle_376,directllm,HLE,88,PD|reason|reason|RR|reason|reason|reason|IC|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|PD|IC|IC|IC|IC|IC|reason|reason|reason|PD|reason|reason|IC|reason|reason|reason|reason|reason|IC|IC|UN|reason|IC|reason|reason|reason|IC|reason|UN|IC|IC|IC|RR|reason|reason|RR|RR|reason|reason|reason|PD|IC|reason|reason|reason|reason|reason|reason|reason|IC|RR|reason|IC|IC|reason|reason|RR|IC|reason|RR|IC|reason|reason|reason|PD|IC|reason,reason,0.6023,1.0976,0.0,0.0568,0.2386,0.0227,0.0795,0.6023
hle_380,directllm,HLE,25,reason|reason|reason|RR|reason|reason|reason|PD|RR|reason|reason|IC|RR|RR|reason|reason|RR|reason|RR|reason|reason|reason|reason|reason|reason,reason,0.68,0.8623,0.0,0.04,0.04,0.0,0.24,0.68
hle_382,directllm,HLE,18,reason|IC|RR|RR|RR|IC|reason|reason|RR|IC|IC|UN|RR|RR|reason|PD|reason|RR,RR,0.3889,1.3785,0.0,0.0556,0.2222,0.0556,0.3889,0.2778
hle_383,directllm,HLE,25,reason|reason|reason|reason|PD|RR|UN|RR|reason|RR|PD|reason|reason|RR|RR|RR|reason|RR|RR|reason|RR|UN|reason|reason|reason,reason,0.48,1.1242,0.0,0.08,0.0,0.08,0.36,0.48
hle_385,directllm,HLE,11,reason|reason|IC|RR|PD|reason|reason|reason|reason|reason|PD,reason,0.6364,1.0336,0.0,0.1818,0.0909,0.0,0.0909,0.6364
hle_388,directllm,HLE,18,reason|reason|reason|RR|UN|UN|UN|reason|reason|RR|RR|RR|RR|reason|reason|reason|reason|PD,reason,0.5,1.1616,0.0,0.0556,0.0,0.1667,0.2778,0.5
hle_389,directllm,HLE,53,reason|reason|RR|RR|reason|RR|RR|reason|reason|RR|UN|RR|RR|reason|RR|reason|reason|reason|reason|reason|RR|IC|UN|reason|reason|reason|reason|RR|RR|reason|reason|reason|reason|reason|PD|UN|IC|reason|reason|reason|reason|reason|RR|IC|reason|reason|reason|reason|reason|reason|PD|reason|reason,reason,0.6226,1.0801,0.0,0.0377,0.0566,0.0566,0.2264,0.6226
hle_39,directllm,HLE,35,PD|UN|PD|IC|PD|PD|reason|reason|IC|PD|PD|PD|reason|PD|reason|SE|reason|PD|reason|RR|reason|PD|IC|RR|UN|IC|reason|PD|IC|RR|reason|IC|reason|PD|PD,PD,0.3714,1.5038,0.0286,0.3714,0.1714,0.0571,0.0857,0.2857
hle_392,directllm,HLE,35,reason|reason|reason|reason|reason|reason|UN|reason|RR|PD|UN|RR|reason|reason|RR|IC|PD|reason|reason|reason|reason|IC|PD|UN|UN|UN|reason|RR|reason|PD|RR|reason|reason|reason|reason,reason,0.5429,1.2991,0.0,0.1143,0.0571,0.1429,0.1429,0.5429
hle_402,directllm,HLE,21,reason|RR|RR|RR|RR|IC|UN|RR|IC|RR|RR|IC|reason|reason|UN|RR|IC|IC|UN|reason|PD,RR,0.381,1.4482,0.0,0.0476,0.2381,0.1429,0.381,0.1905
hle_403,directllm,HLE,29,reason|reason|reason|RR|reason|reason|reason|RR|RR|UN|RR|RR|RR|RR|RR|RR|reason|PD|IC|reason|RR|RR|RR|RR|reason|reason|PD|reason|PD,RR,0.4483,1.1943,0.0,0.1034,0.0345,0.0345,0.4483,0.3793
hle_41,directllm,HLE,42,reason|reason|reason|reason|RR|PD|RR|PD|reason|IC|reason|reason|PD|reason|IC|UN|reason|reason|reason|reason|UN|reason|RR|SE|PD|IC|RR|reason|reason|UN|reason|reason|reason|RR|PD|reason|reason|PD|reason|SE|PD|reason,reason,0.5238,1.4127,0.0476,0.1667,0.0714,0.0714,0.119,0.5238
hle_410,directllm,HLE,41,reason|RR|UN|PD|RR|reason|reason|reason|IC|RR|PD|RR|UN|RR|IC|PD|UN|IC|RR|UN|reason|reason|RR|reason|UN|UN|PD|reason|PD|reason|reason|reason|reason|UN|PD|reason|PD|PD|IC|reason|reason,reason,0.3659,1.5174,0.0,0.1951,0.0976,0.1707,0.1707,0.3659
hle_417,directllm,HLE,47,PD|reason|reason|reason|reason|reason|PD|reason|reason|PD|reason|reason|RR|reason|IC|reason|reason|reason|reason|reason|reason|reason|UN|RR|reason|reason|UN|IC|RR|IC|reason|reason|reason|reason|RR|reason|PD|reason|UN|reason|reason|reason|reason|reason|reason|PD|PD,reason,0.6596,1.0982,0.0,0.1277,0.0638,0.0638,0.0851,0.6596
hle_420,directllm,HLE,328,reason|RR|RR|UN|UN|UN|RR|UN|UN|UN|UN|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN|reason|UN|UN,UN,0.6677,0.6777,0.0,0.0,0.0,0.6677,0.0091,0.3232
hle_426,directllm,HLE,28,reason|reason|RR|PD|UN|RR|RR|PD|reason|PD|RR|UN|PD|reason|UN|reason|RR|reason|RR|UN|reason|RR|RR|UN|PD|reason|PD|reason,reason,0.3214,1.3605,0.0,0.2143,0.0,0.1786,0.2857,0.3214
hle_427,directllm,HLE,58,reason|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|RR|RR|reason|SE|reason|RR|reason|RR|UN|reason|reason|RR|reason|reason|reason|reason|reason|RR|reason|reason|IC|UN|reason|reason|reason|IC|RR|RR|RR|reason|RR|reason|reason|RR|reason|reason|reason|RR|reason|RR|RR|RR|reason|UN|UN|reason|reason,reason,0.569,1.1119,0.0172,0.0,0.0345,0.1207,0.2586,0.569
hle_429,directllm,HLE,39,reason|reason|reason|reason|reason|reason|reason|reason|UN|PD|reason|reason|reason|reason|RR|reason|reason|RR|reason|reason|RR|IC|RR|reason|RR|reason|RR|RR|reason|UN|RR|RR|reason|reason|RR|reason|IC|reason|PD,reason,0.5897,1.1174,0.0,0.0513,0.0513,0.0513,0.2564,0.5897
hle_432,directllm,HLE,33,reason|reason|reason|reason|RR|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|RR|RR|reason|reason|reason|reason|reason|reason|UN|reason|reason|reason|SE|PD,reason,0.697,0.9751,0.0303,0.0303,0.0,0.1212,0.1212,0.697
hle_433,directllm,HLE,37,reason|PD|RR|reason|SE|RR|IC|RR|RR|reason|RR|RR|RR|reason|RR|reason|UN|RR|UN|UN|RR|IC|RR|RR|RR|RR|reason|reason|RR|RR|reason|reason|PD|UN|RR|reason|PD,RR,0.4595,1.4104,0.027,0.0811,0.0541,0.1081,0.4595,0.2703
hle_434,directllm,HLE,28,reason|reason|IC|reason|reason|reason|reason|SE|reason|reason|reason|reason|PD|reason|reason|reason|PD|RR|reason|reason|reason|reason|IC|reason|reason|reason|reason|reason,reason,0.7857,0.8045,0.0357,0.0714,0.0714,0.0,0.0357,0.7857
hle_435,directllm,HLE,40,reason|reason|RR|reason|RR|reason|RR|RR|reason|reason|reason|reason|RR|reason|RR|RR|reason|RR|RR|reason|RR|IC|reason|reason|UN|RR|UN|RR|IC|IC|IC|IC|UN|IC|reason|PD|PD|PD|PD|PD,reason,0.35,1.4674,0.0,0.125,0.15,0.075,0.3,0.35
hle_44,directllm,HLE,544,reason|reason|reason|reason|reason|reason|reason|RR|reason|reason|RR|reason|reason|reason|reason|UN|reason|reason|reason|reason|reason|UN|RR|reason|reason|RR|reason|reason|reason|reason|UN|reason|reason|IC|RR|reason|reason|reason|reason|UN|RR|UN|UN|reason|reason|reason|reason|reason|reason|RR|reason|reason|UN|reason|reason|UN|reason|reason|RR|UN|UN|UN|UN|reason|IC|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|UN|UN|RR|RR|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|IC|reason|reason|reason|UN|reason|reason|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|IC|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|reason,reason,0.5331,0.8899,0.0,0.0,0.0074,0.4081,0.0515,0.5331
hle_441,directllm,HLE,22,reason|RR|PD|reason|reason|RR|RR|PD|RR|UN|RR|RR|reason|RR|reason|reason|IC|RR|reason|PD|IC|reason,reason,0.3636,1.3659,0.0,0.1364,0.0909,0.0455,0.3636,0.3636
hle_450,directllm,HLE,36,reason|reason|PD|reason|reason|reason|PD|PD|UN|PD|PD|UN|PD|IC|reason|UN|PD|PD|UN|UN|PD|PD|PD|UN|PD|RR|IC|PD|RR|UN|RR|reason|reason|PD|PD|PD,PD,0.4444,1.3807,0.0,0.4444,0.0556,0.1944,0.0833,0.2222
hle_451,directllm,HLE,21,reason|reason|reason|reason|reason|UN|UN|PD|UN|reason|reason|UN|reason|reason|RR|reason|PD|UN|reason|reason|reason,reason,0.619,1.0075,0.0,0.0952,0.0,0.2381,0.0476,0.619
hle_452,directllm,HLE,27,reason|reason|PD|IC|UN|reason|UN|RR|IC|reason|UN|reason|IC|RR|IC|reason|reason|reason|PD|PD|RR|reason|reason|IC|reason|reason|reason,reason,0.4815,1.3966,0.0,0.1111,0.1852,0.1111,0.1111,0.4815
hle_454,directllm,HLE,8,reason|RR|UN|reason|RR|RR|UN|RR,RR,0.5,1.0397,0.0,0.0,0.0,0.25,0.5,0.25
hle_456,directllm,HLE,51,reason|reason|reason|PD|reason|PD|PD|reason|reason|reason|reason|RR|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|reason|PD|reason|reason|RR|reason|reason|reason|UN|reason|reason|reason|reason|reason|reason|IC|RR|reason|reason|reason|reason|RR|RR|IC|reason|reason|reason|reason|PD,reason,0.7255,0.9164,0.0,0.098,0.0392,0.0196,0.1176,0.7255
hle_46,directllm,HLE,23,reason|UN|reason|UN|UN|reason|UN|UN|reason|reason|reason|RR|UN|RR|PD|RR|PD|reason|RR|PD|reason|reason|PD,reason,0.3913,1.3261,0.0,0.1739,0.0,0.2609,0.1739,0.3913
hle_460,directllm,HLE,31,reason|reason|RR|RR|UN|reason|reason|UN|reason|UN|UN|reason|reason|reason|reason|reason|RR|reason|SE|RR|reason|reason|RR|RR|reason|reason|reason|reason|reason|reason|PD,reason,0.6129,1.1037,0.0323,0.0323,0.0,0.129,0.1935,0.6129
hle_461,directllm,HLE,61,reason|reason|reason|reason|reason|reason|RR|RR|reason|RR|reason|RR|RR|RR|reason|reason|reason|RR|IC|reason|reason|RR|RR|PD|RR|PD|RR|UN|reason|UN|RR|reason|reason|reason|reason|UN|RR|reason|RR|reason|UN|reason|reason|reason|RR|RR|RR|reason|UN|UN|RR|reason|reason|reason|reason|reason|reason|reason|reason|PD|reason,reason,0.541,1.1362,0.0,0.0492,0.0164,0.0984,0.2951,0.541
hle_463,directllm,HLE,26,reason|reason|UN|IC|SE|reason|PD|reason|UN|reason|PD|reason|RR|reason|IC|reason|reason|reason|reason|IC|IC|RR|reason|IC|UN|PD,reason,0.4615,1.4949,0.0385,0.1154,0.1923,0.1154,0.0769,0.4615
hle_467,directllm,HLE,129,reason|RR|RR|reason|IC|RR|RR|UN|IC|reason|reason|UN|UN|reason|reason|RR|reason|RR|RR|RR|RR|UN|RR|reason|IC|IC|UN|RR|UN|reason|reason|UN|RR|reason|UN|UN|reason|RR|reason|UN|RR|PD|UN|RR|RR|reason|UN|UN|reason|UN|reason|UN|RR|IC|RR|reason|UN|RR|reason|UN|UN|reason|UN|UN|UN|RR|UN|reason|RR|UN|UN|RR|UN|RR|reason|UN|RR|reason|reason|UN|UN|reason|RR|UN|UN|reason|UN|RR|RR|RR|IC|RR|UN|UN|RR|RR|UN|UN|UN|UN|RR|UN|UN|reason|UN|RR|UN|RR|reason|RR|RR|reason|UN|UN|RR|RR|IC|reason|RR|RR|UN|UN|UN|RR|reason|UN|IC|reason|reason,UN,0.3643,1.2881,0.0,0.0078,0.062,0.3643,0.3178,0.2481
hle_470,directllm,HLE,430,reason|RR|RR|RR|RR|RR|RR|reason|RR|reason|RR|reason|RR|RR|RR|RR|reason|RR|RR|RR|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|RR|reason|RR|reason,RR,0.6698,0.6343,0.0,0.0,0.0,0.0,0.6698,0.3302
hle_473,directllm,HLE,21,reason|reason|RR|RR|reason|RR|IC|IC|IC|reason|RR|IC|IC|IC|reason|reason|RR|reason|reason|reason|PD,reason,0.4286,1.2077,0.0,0.0476,0.2857,0.0,0.2381,0.4286
hle_476,directllm,HLE,21,reason|RR|RR|RR|RR|UN|RR|UN|UN|UN|IC|UN|UN|reason|PD|UN|RR|reason|reason|reason|PD,UN,0.3333,1.4347,0.0,0.0952,0.0476,0.3333,0.2857,0.2381
hle_48,directllm,HLE,13,reason|reason|reason|reason|RR|RR|reason|RR|UN|UN|RR|reason|PD,reason,0.4615,1.2048,0.0,0.0769,0.0,0.1538,0.3077,0.4615
hle_486,directllm,HLE,34,reason|reason|RR|RR|UN|reason|reason|UN|PD|reason|reason|RR|reason|PD|IC|reason|reason|reason|reason|RR|reason|reason|RR|reason|reason|reason|reason|RR|reason|reason|reason|PD|PD|PD,reason,0.5882,1.1705,0.0,0.1471,0.0294,0.0588,0.1765,0.5882
hle_496,directllm,HLE,6,reason|reason|RR|RR|RR|RR,RR,0.6667,0.6365,0.0,0.0,0.0,0.0,0.6667,0.3333
hle_497,directllm,HLE,60,IC|reason|UN|UN|UN|UN|IC|UN|UN|IC|RR|reason|RR|RR|reason|RR|IC|IC|RR|UN|IC|RR|UN|UN|RR|UN|reason|reason|IC|reason|RR|PD|IC|RR|UN|reason|IC|IC|reason|reason|reason|RR|UN|RR|reason|RR|UN|UN|IC|UN|RR|reason|PD|reason|RR|reason|reason|reason|IC|IC,reason,0.2667,1.4834,0.0,0.0333,0.2167,0.25,0.2333,0.2667
hle_498,directllm,HLE,14,reason|reason|reason|UN|reason|reason|UN|RR|RR|RR|reason|RR|reason|RR,reason,0.5,0.9923,0.0,0.0,0.0,0.1429,0.3571,0.5
hle_499,directllm,HLE,35,reason|reason|reason|PD|reason|reason|reason|UN|RR|RR|PD|reason|reason|reason|RR|reason|reason|reason|reason|reason|UN|IC|reason|reason|IC|RR|reason|reason|reason|reason|reason|reason|PD|reason|reason,reason,0.6857,1.0443,0.0,0.0857,0.0571,0.0571,0.1143,0.6857
hle_50,directllm,HLE,19,reason|reason|reason|reason|reason|RR|RR|RR|RR|RR|RR|reason|RR|RR|reason|RR|reason|RR|UN,RR,0.5263,0.857,0.0,0.0,0.0,0.0526,0.5263,0.4211
hle_508,directllm,HLE,47,reason|RR|UN|reason|reason|UN|reason|reason|reason|RR|UN|UN|reason|UN|reason|RR|UN|PD|RR|reason|RR|UN|SE|reason|PD|UN|RR|reason|PD|reason|RR|RR|RR|reason|UN|UN|SE|reason|IC|reason|reason|reason|PD|PD|SE|reason|PD,reason,0.383,1.5337,0.0638,0.1277,0.0213,0.2128,0.1915,0.383
hle_52,directllm,HLE,65,reason|RR|RR|reason|RR|reason|RR|PD|IC|RR|reason|RR|UN|IC|reason|UN|RR|IC|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR,RR,0.8308,0.6646,0.0,0.0154,0.0462,0.0308,0.8308,0.0769
hle_522,directllm,HLE,19,reason|UN|RR|RR|UN|RR|RR|RR|RR|RR|reason|UN|RR|reason|reason|PD|PD|reason|reason,RR,0.4211,1.2566,0.0,0.1053,0.0,0.1579,0.4211,0.3158
hle_526,directllm,HLE,19,reason|reason|reason|RR|RR|RR|RR|RR|RR|RR|RR|IC|RR|RR|RR|reason|reason|reason|PD,RR,0.5789,0.9904,0.0,0.0526,0.0526,0.0,0.5789,0.3158
hle_53,directllm,HLE,32,reason|RR|RR|RR|reason|reason|RR|RR|reason|IC|reason|RR|UN|reason|reason|IC|reason|UN|reason|reason|RR|UN|UN|RR|PD|reason|reason|UN|reason|reason|reason|reason,reason,0.5,1.2648,0.0,0.0312,0.0625,0.1562,0.25,0.5
hle_531,directllm,HLE,3,reason|reason|RR,reason,0.6667,0.6365,0.0,0.0,0.0,0.0,0.3333,0.6667
hle_532,directllm,HLE,56,PD|PD|RR|RR|UN|PD|IC|reason|reason|reason|reason|reason|reason|reason|PD|PD|PD|PD|UN|reason|reason|IC|PD|PD|UN|reason|UN|reason|RR|UN|UN|UN|reason|UN|RR|reason|UN|IC|PD|UN|reason|reason|RR|reason|reason|PD|UN|reason|PD|reason|PD|reason|PD|PD|reason|reason,reason,0.3929,1.4121,0.0,0.2679,0.0536,0.1964,0.0893,0.3929
hle_533,directllm,HLE,32,reason|reason|IC|reason|RR|RR|RR|UN|RR|RR|IC|UN|RR|UN|RR|RR|IC|RR|UN|IC|UN|PD|RR|reason|RR|UN|RR|reason|reason|IC|PD|reason,RR,0.375,1.4775,0.0,0.0625,0.1562,0.1875,0.375,0.2188
hle_539,directllm,HLE,55,reason|PD|UN|RR|PD|PD|reason|reason|UN|UN|reason|reason|reason|UN|reason|RR|UN|UN|UN|UN|RR|reason|reason|reason|reason|UN|UN|RR|UN|RR|RR|UN|reason|reason|RR|IC|UN|UN|reason|IC|reason|UN|reason|UN|reason|reason|reason|IC|reason|reason|UN|reason|reason|reason|IC,reason,0.4364,1.3364,0.0,0.0545,0.0727,0.3091,0.1273,0.4364
hle_54,directllm,HLE,20,reason|RR|RR|RR|RR|PD|reason|RR|IC|reason|PD|RR|IC|IC|reason|reason|PD|reason|reason|reason,reason,0.4,1.2968,0.0,0.15,0.15,0.0,0.3,0.4
hle_543,directllm,HLE,23,reason|reason|UN|RR|reason|reason|UN|RR|RR|RR|RR|RR|reason|IC|RR|reason|RR|RR|PD|reason|reason|reason|PD,reason,0.3913,1.2954,0.0,0.087,0.0435,0.087,0.3913,0.3913
hle_547,directllm,HLE,42,reason|reason|reason|reason|reason|reason|reason|reason|RR|reason|reason|reason|reason|RR|IC|reason|IC|reason|reason|RR|reason|PD|reason|RR|reason|IC|IC|reason|reason|RR|IC|RR|IC|RR|IC|RR|reason|reason|RR|RR|RR|RR,reason,0.5238,1.0843,0.0,0.0238,0.1667,0.0,0.2857,0.5238
hle_548,directllm,HLE,12,reason|PD|reason|RR|RR|RR|RR|reason|RR|reason|PD|reason,reason,0.4167,1.0282,0.0,0.1667,0.0,0.0,0.4167,0.4167
hle_556,directllm,HLE,28,reason|reason|reason|reason|RR|RR|RR|reason|RR|reason|PD|RR|reason|reason|reason|RR|reason|RR|reason|RR|RR|PD|reason|PD|reason|reason|reason|PD,reason,0.5357,0.9772,0.0,0.1429,0.0,0.0,0.3214,0.5357
hle_568,directllm,HLE,39,reason|UN|IC|RR|reason|RR|RR|RR|UN|UN|UN|UN|RR|UN|PD|UN|RR|UN|RR|RR|UN|reason|RR|reason|RR|UN|UN|IC|RR|UN|reason|RR|RR|reason|reason|reason|PD|reason|IC,RR,0.3333,1.4169,0.0,0.0513,0.0769,0.3077,0.3333,0.2308
hle_582,directllm,HLE,85,reason|PD|PD|reason|PD|reason|IC|IC|reason|RR|reason|reason|reason|reason|reason|RR|IC|reason|UN|reason|reason|PD|UN|UN|UN|reason|RR|UN|reason|RR|UN|RR|reason|reason|reason|reason|RR|reason|UN|PD|reason|reason|reason|reason|reason|UN|RR|UN|reason|UN|reason|reason|reason|UN|UN|reason|reason|reason|PD|reason|reason|UN|PD|reason|reason|reason|reason|reason|reason|UN|IC|reason|reason|IC|RR|reason|reason|reason|reason|IC|reason|reason|reason|IC|reason,reason,0.5765,1.2482,0.0,0.0824,0.0824,0.1647,0.0941,0.5765
hle_583,directllm,HLE,44,reason|PD|UN|UN|UN|PD|reason|UN|reason|reason|reason|UN|UN|PD|UN|RR|RR|reason|UN|UN|UN|UN|UN|IC|UN|UN|reason|UN|UN|PD|RR|reason|reason|UN|UN|UN|UN|PD|PD|PD|reason|reason|reason|IC,UN,0.4545,1.3288,0.0,0.1591,0.0455,0.4545,0.0682,0.2727
hle_59,directllm,HLE,25,reason|reason|UN|reason|UN|UN|RR|UN|RR|reason|PD|reason|reason|reason|reason|IC|PD|RR|reason|reason|UN|reason|reason|PD|reason,reason,0.52,1.2995,0.0,0.12,0.04,0.2,0.12,0.52
